query	target	evalue	pident	bitscore	qlen	qstart	qend	slen	sstart	send	qcov	scov	bidir_cov_min	reaches_end	q_specificity	s_specificity	q_source	s_source	specificity_match	source_pair	pident_frac
KPN_B2_PHAGE139_M_PROTEIN_9	KPN_B6_PHAGE307_M_PROTEIN_10	1.23e-15	30.46	75.5	1258	9	182	736	13	163	0.1383147853736089	0.20516304347826086	0.1383147853736089	False	KL38	KL3	prediction	prediction	False	other	0.3046
YP_009153197_1_K11	BBF66868_1_K56	3.71e-16	25.722	75.5	702	95	439	678	17	391	0.49145299145299143	0.5530973451327433	0.49145299145299143	False	KL11	KL56	virulent	virulent	False	virulent-virulent	0.25722
KPN_B20_PHAGE487_M_PROTEIN_8	KPN_B7_PHAGE164_M_PROTEIN_57	9.82e-16	30.734	75.1	880	3	193	803	2	210	0.21704545454545454	0.2602739726027397	0.21704545454545454	False	KL64	KL25	prediction	prediction	False	other	0.30734
1091_44	KPN_B7_PHAGE164_M_PROTEIN_57	1.03e-15	30.734	75.1	880	3	193	803	2	210	0.21704545454545454	0.2602739726027397	0.21704545454545454	False	KL64	KL25	prophage	prediction	False	prediction	0.30734
BBF66888_1_KN4	KPN_B14_PHAGE090_M_PROTEIN_50	1.11e-15	33.333	74.7	850	122	261	803	132	287	0.16470588235294117	0.19427148194271482	0.16470588235294117	False	KN4	KL24	virulent	prediction	False	prediction	0.33332999999999996
UCR74082_1_K7	YP_009153200_1_K35	2.34e-15	31.351	74.3	1180	965	1141	779	592	762	0.15	0.21951219512195122	0.15	True	KL7	KL35	virulent	virulent	False	virulent-virulent	0.31351
KPN_B2_PHAGE139_M_PROTEIN_9	KPN_B13_PHAGE067_M_PROTEIN_74	3.12e-15	37.398	73.9	1258	74	189	698	37	159	0.09220985691573927	0.17621776504297995	0.09220985691573927	False	KL38	KL28	prediction	prediction	False	other	0.37398000000000003
1663_69	617_77	1.91e-15	35.78	73.9	745	37	145	1258	74	174	0.14630872483221477	0.08028616852146264	0.08028616852146264	False	KL12	KL38	prophage_notproduced	prophage	False	prophage_notproduced	0.3578
1344_72	617_77	1.72e-15	37.398	73.9	698	37	159	1258	74	189	0.17621776504297995	0.09220985691573927	0.09220985691573927	False	KL64	KL38	prophage_notproduced	prophage	False	prophage_notproduced	0.37398000000000003
1663_69	KPN_B2_PHAGE139_M_PROTEIN_9	1.91e-15	35.78	73.9	745	37	145	1258	74	174	0.14630872483221477	0.08028616852146264	0.08028616852146264	False	KL12	KL38	prophage_notproduced	prediction	False	other	0.3578
1723_62	1723_59	1.35e-15	24.863	73.9	629	1	342	951	301	647	0.5437201907790143	0.3648790746582545	0.3648790746582545	False	KL60	KL60	prophage_notproduced	prophage	True	prophage_notproduced	0.24863
1344_72	KPN_B2_PHAGE139_M_PROTEIN_9	1.72e-15	37.398	73.9	698	37	159	1258	74	189	0.17621776504297995	0.09220985691573927	0.09220985691573927	False	KL64	KL38	prophage_notproduced	prediction	False	other	0.37398000000000003
KPN_B2_PHAGE139_M_PROTEIN_9	391_03	3.45e-15	30.46	73.9	1258	9	182	736	13	163	0.1383147853736089	0.20516304347826086	0.1383147853736089	False	KL38	KL3	prediction	prophage	False	prediction	0.3046
617_77	KPN_B13_PHAGE067_M_PROTEIN_74	3.12e-15	37.398	73.9	1258	74	189	698	37	159	0.09220985691573927	0.17621776504297995	0.09220985691573927	False	KL38	KL28	prophage	prediction	False	prediction	0.37398000000000003
617_77	391_03	3.45e-15	30.46	73.9	1258	9	182	736	13	163	0.1383147853736089	0.20516304347826086	0.1383147853736089	False	KL38	KL3	prophage	prophage	False	prophage-prophage	0.3046
1723_62	1724_71	1.09e-15	24.59	73.9	629	1	342	843	193	539	0.5437201907790143	0.41162514827995256	0.41162514827995256	False	KL60	KL60	prophage_notproduced	prophage	True	prophage_notproduced	0.2459
KPN_B13_PHAGE002_M_PROTEIN_56	YP_003347555_1_K3	3.68e-15	36.134	73.6	967	784	902	869	742	845	0.12306101344364012	0.11967779056386652	0.11967779056386652	False	KL122	KL3	prediction	virulent	False	prediction	0.36134
0496_72	YP_003347555_1_K3	3.6e-15	36.134	73.6	968	785	903	869	742	845	0.12293388429752067	0.11967779056386652	0.11967779056386652	False	KL122	KL3	prophage	virulent	False	prophage-virulent	0.36134
YP_009153200_1_K35	UCR74085_1_K20	2.04e-15	29.778	73.6	779	7	231	723	7	199	0.2888318356867779	0.2669432918395574	0.2669432918395574	False	KL35	KL20	virulent	virulent	False	virulent-virulent	0.29778
1630_70	391_03	3.7e-15	33.588	73.2	929	33	163	736	39	155	0.14101184068891282	0.15896739130434784	0.14101184068891282	False	KL10	KL3	prophage_inactive	prophage	False	prophage_inactive	0.33588
KVV_B2_PHAGE059_M_PROTEIN_71	391_03	3.7e-15	33.588	73.2	929	33	163	736	39	155	0.14101184068891282	0.15896739130434784	0.14101184068891282	False	KL10	KL3	prediction	prophage	False	prediction	0.33588
BBF66888_1_KN4	KPN_B13_PHAGE002_M_PROTEIN_56	4e-15	46.316	73.2	850	122	204	967	133	227	0.0976470588235294	0.09824198552223372	0.0976470588235294	False	KN4	KL122	virulent	prediction	False	prediction	0.46316
BBF66888_1_KN4	0496_72	4e-15	46.316	73.2	850	122	204	968	134	228	0.0976470588235294	0.0981404958677686	0.0976470588235294	False	KN4	KL122	virulent	prophage	False	prophage-virulent	0.46316
YP_009153195_1_KN4	YP_009153200_1_K35	4.58e-15	33.728	72.4	736	1	169	779	1	160	0.2296195652173913	0.20539152759948653	0.20539152759948653	False	KN4	KL35	virulent	virulent	False	virulent-virulent	0.33728
KPN_B2_PHAGE064_M_PROTEIN_80	1724_71	8.07e-15	27.491	72.0	927	10	263	843	6	288	0.2740021574973031	0.33570581257413995	0.2740021574973031	False	KL7	KL60	prediction	prophage	False	prediction	0.27491
1863_75	1724_71	8.07e-15	27.491	72.0	927	10	263	843	6	288	0.2740021574973031	0.33570581257413995	0.2740021574973031	False	KL7	KL60	prophage_inactive	prophage	False	prophage_inactive	0.27491
BBF66888_1_KN4	UCR74082_1_K7	1.55e-14	33.094	71.2	850	201	329	1180	425	562	0.15176470588235294	0.11694915254237288	0.11694915254237288	False	KN4	KL7	virulent	virulent	False	virulent-virulent	0.33094
1664_74	876_57	1.26e-14	32.222	71.2	777	75	245	850	228	394	0.22007722007722008	0.19647058823529412	0.19647058823529412	False	KL12	KL28	prophage_notproduced	prophage_notproduced	False	other	0.32222
KVV_B2_PHAGE059_M_PROTEIN_71	KPN_B6_PHAGE307_M_PROTEIN_10	1.98e-14	32.824	70.9	929	33	163	736	39	155	0.14101184068891282	0.15896739130434784	0.14101184068891282	False	KL10	KL3	prediction	prediction	False	other	0.32824
1538_54	1343_36	2.16e-14	32.639	70.9	900	225	366	795	60	193	0.15777777777777777	0.16855345911949685	0.15777777777777777	False	KL140	KL64	prophage_notproduced	prophage_notproduced	False	other	0.32639
KPN_B6_PHAGE307_M_PROTEIN_10	1630_70	1.67e-14	32.824	70.9	736	39	155	929	33	163	0.15896739130434784	0.14101184068891282	0.14101184068891282	False	KL3	KL10	prediction	prophage_inactive	False	other	0.32824
1538_54	1664_74	2.83e-14	31.646	70.5	900	228	374	777	75	224	0.16333333333333333	0.19305019305019305	0.16333333333333333	False	KL140	KL12	prophage_notproduced	prophage_notproduced	False	other	0.31646
1538_54	KPN_B6_PHAGE307_M_PROTEIN_10	2.23e-14	32.5	70.5	900	228	375	736	92	234	0.16444444444444445	0.19429347826086957	0.16444444444444445	False	KL140	KL3	prophage_notproduced	prediction	False	other	0.325
1630_70	1724_71	3.43e-14	26.019	70.1	929	37	313	843	39	339	0.2981700753498385	0.3570581257413998	0.2981700753498385	False	KL10	KL60	prophage_inactive	prophage	False	prophage_inactive	0.26019
1724_71	KVV_B2_PHAGE059_M_PROTEIN_71	3.11e-14	26.019	70.1	843	39	339	929	37	313	0.3570581257413998	0.2981700753498385	0.2981700753498385	False	KL60	KL10	prophage	prediction	False	prediction	0.26019
321_71	617_77	4.53e-14	48.889	69.3	690	1	89	1258	1	87	0.1289855072463768	0.06915739268680444	0.06915739268680444	False	KL127	KL38	prophage_notproduced	prophage	False	prophage_notproduced	0.48889000000000005
KPN_B2_PHAGE139_M_PROTEIN_9	321_71	8.33e-14	48.889	69.3	1258	1	87	690	1	89	0.06915739268680444	0.1289855072463768	0.06915739268680444	False	KL38	KL127	prediction	prophage_notproduced	False	other	0.48889000000000005
1441_47	KPN_B2_PHAGE139_M_PROTEIN_9	6.32e-14	38.235	68.9	704	1	102	1258	1	136	0.14488636363636365	0.10810810810810811	0.10810810810810811	False	KL23	KL38	prophage	prediction	False	prediction	0.38234999999999997
KPN_B2_PHAGE139_M_PROTEIN_9	914_74	1.03e-13	53.425	68.9	1258	1	70	666	1	73	0.05564387917329094	0.10960960960960961	0.05564387917329094	False	KL38	KL62	prediction	prophage	False	prediction	0.53425
KPN_B2_PHAGE139_M_PROTEIN_9	KQS_B1_PHAGE068_M_PROTEIN_82	1.32e-13	38.235	68.9	1258	1	136	813	1	102	0.10810810810810811	0.12546125461254612	0.10810810810810811	False	KL38	KL127	prediction	prediction	False	other	0.38234999999999997
1248_57	617_77	5.95e-14	38.235	68.9	704	1	102	1258	1	136	0.14488636363636365	0.10810810810810811	0.10810810810810811	False	KL23	KL38	prophage	prophage	False	prophage-prophage	0.38234999999999997
617_77	914_74	1.03e-13	53.425	68.9	1258	1	70	666	1	73	0.05564387917329094	0.10960960960960961	0.05564387917329094	False	KL38	KL62	prophage	prophage	False	prophage-prophage	0.53425
1343_36	876_57	7.24e-14	35.185	68.9	795	60	163	850	225	330	0.13081761006289308	0.12470588235294118	0.12470588235294118	False	KL64	KL28	prophage_notproduced	prophage_notproduced	False	other	0.35185
BBF66888_1_KN4	1190_71	6.33e-14	35.714	68.9	850	181	292	695	120	244	0.13176470588235295	0.17985611510791366	0.13176470588235295	False	KN4	KL28	virulent	prophage_notproduced	False	prophage_notproduced	0.35714
YP_003347555_1_K3	1668_52	4.54e-14	26.891	68.9	869	303	653	530	28	357	0.4039125431530495	0.6226415094339622	0.4039125431530495	False	KL3	KL2	virulent	prophage_notproduced	False	prophage_notproduced	0.26891
1248_57	KPN_B2_PHAGE139_M_PROTEIN_9	5.95e-14	38.235	68.9	704	1	102	1258	1	136	0.14488636363636365	0.10810810810810811	0.10810810810810811	False	KL23	KL38	prophage	prediction	False	prediction	0.38234999999999997
617_77	1441_47	1.13e-13	38.235	68.9	1258	1	136	704	1	102	0.10810810810810811	0.14488636363636365	0.10810810810810811	False	KL38	KL23	prophage	prophage	False	prophage-prophage	0.38234999999999997
617_77	KQS_B1_PHAGE068_M_PROTEIN_82	1.32e-13	38.235	68.9	1258	1	136	813	1	102	0.10810810810810811	0.12546125461254612	0.10810810810810811	False	KL38	KL127	prophage	prediction	False	prediction	0.38234999999999997
1538_54	KPN_B4_PHAGE180_M_PROTEIN_15	1.01e-13	30.065	68.6	900	225	374	707	60	203	0.16666666666666666	0.2036775106082037	0.16666666666666666	False	KL140	KL24	prophage_notproduced	prediction	False	other	0.30065000000000003
YP_009153200_1_K35	UCR74083_1_K27	1.22e-13	26.007	68.2	779	527	759	1294	1002	1268	0.2991014120667522	0.2063369397217929	0.2063369397217929	True	KL35	KL27	virulent	virulent	False	virulent-virulent	0.26007
738_68	KVV_B2_PHAGE059_M_PROTEIN_71	2.18e-13	27.329	67.0	742	8	158	929	8	165	0.20350404312668463	0.17007534983853606	0.17007534983853606	False	KL143	KL10	prophage	prediction	False	prediction	0.27329000000000003
738_68	1630_70	2.18e-13	27.329	67.0	742	8	158	929	8	165	0.20350404312668463	0.17007534983853606	0.17007534983853606	False	KL143	KL10	prophage	prophage_inactive	False	prophage_inactive	0.27329000000000003
KPN_B2_PHAGE064_M_PROTEIN_80	738_68	4.44e-13	28.144	66.6	927	10	171	742	7	158	0.17475728155339806	0.20485175202156333	0.17475728155339806	False	KL7	KL143	prediction	prophage	False	prediction	0.28143999999999997
1723_59	KPN_B4_PHAGE180_M_PROTEIN_15	3.93e-13	34.906	66.6	951	225	330	707	60	163	0.11146161934805468	0.1471004243281471	0.11146161934805468	False	KL60	KL24	prophage	prediction	False	prediction	0.34906
1538_54	YP_009153197_1_K11	3.72e-13	23.114	66.6	900	235	625	702	38	426	0.43444444444444447	0.5541310541310541	0.43444444444444447	False	KL140	KL11	prophage_notproduced	virulent	False	prophage_notproduced	0.23114
1863_75	738_68	4.44e-13	28.144	66.6	927	10	171	742	7	158	0.17475728155339806	0.20485175202156333	0.17475728155339806	False	KL7	KL143	prophage_inactive	prophage	False	prophage_inactive	0.28143999999999997
1668_49	1664_74	3.24e-13	30.12	66.2	702	46	198	777	60	224	0.21794871794871795	0.21235521235521235	0.21235521235521235	False	KL2	KL12	prophage_notproduced	prophage_notproduced	False	other	0.3012
BBF66888_1_KN4	1406_54	4.44e-13	37.864	66.2	850	181	277	695	120	221	0.11411764705882353	0.14676258992805755	0.11411764705882353	False	KN4	KL28	virulent	prophage_notproduced	False	prophage_notproduced	0.37864
1538_54	391_03	5.92e-13	31.126	65.9	900	228	375	736	92	234	0.16444444444444445	0.19429347826086957	0.16444444444444445	False	KL140	KL3	prophage_notproduced	prophage	False	prophage_notproduced	0.31126000000000004
1664_74	1723_59	1.11e-12	31.613	65.1	777	75	219	951	228	363	0.1866151866151866	0.14300736067297581	0.14300736067297581	False	KL12	KL60	prophage_notproduced	prophage	False	prophage_notproduced	0.31613
BBF66844_1_KN1	1091_44	1.21e-12	28.571	65.1	820	58	226	880	59	220	0.20609756097560974	0.18409090909090908	0.18409090909090908	False	KN1	KL64	virulent	prophage	False	prophage-virulent	0.28571
BBF66844_1_KN1	KPN_B20_PHAGE487_M_PROTEIN_8	1.21e-12	28.571	65.1	820	58	226	880	59	220	0.20609756097560974	0.18409090909090908	0.18409090909090908	False	KN1	KL64	virulent	prediction	False	prediction	0.28571
YP_009153203_1_K30/K69	ATI16495_1_K57	1.04e-12	52.459	64.7	767	237	297	721	140	200	0.07953063885267275	0.08460471567267684	0.07953063885267275	False	KL30/K69	KL57	virulent	virulent	False	virulent-virulent	0.52459
1723_62	KVV_B3_PHAGE102_M_PROTEIN_79	7.06e-13	24.932	64.7	629	1	342	652	2	348	0.5437201907790143	0.5322085889570553	0.5322085889570553	False	KL60	KL60	prophage_notproduced	prediction	True	other	0.24931999999999999
AXE28435_1_KN1	1091_44	1.34e-12	28.571	64.7	820	57	225	880	59	220	0.20609756097560974	0.18409090909090908	0.18409090909090908	False	KN1	KL64	virulent	prophage	False	prophage-virulent	0.28571
KPN_B8_PHAGE124_M_PROTEIN_72	319_37	9.15e-13	31.544	64.7	634	1	143	794	1	148	0.22555205047318613	0.18639798488664988	0.18639798488664988	False	KL111	KL127	prediction	prophage	False	prediction	0.31544
AXE28435_1_KN1	KPN_B20_PHAGE487_M_PROTEIN_8	1.37e-12	28.571	64.7	820	57	225	880	59	220	0.20609756097560974	0.18409090909090908	0.18409090909090908	False	KN1	KL64	virulent	prediction	False	prediction	0.28571
BBF66888_1_KN4	YP_009820105_1_K2	1.32e-12	35.556	64.7	850	200	319	907	188	319	0.1411764705882353	0.14553472987872107	0.1411764705882353	False	KN4	KL2	virulent	virulent	False	virulent-virulent	0.35556
1251_37	1723_59	1.46e-12	34.259	64.3	677	60	163	951	225	330	0.1536189069423929	0.11146161934805468	0.11146161934805468	False	KL28	KL60	prophage	prophage	False	prophage-prophage	0.34259
BBF66888_1_KN4	QTP95996_1_K13/K2	1.99e-12	36.429	64.3	850	200	322	907	188	324	0.14470588235294118	0.15104740904079383	0.14470588235294118	False	KN4	KL13/K2	virulent	virulent	False	virulent-virulent	0.36429
KPN_B13_PHAGE002_M_PROTEIN_56	248_38	3.05e-12	24.104	63.9	967	218	513	693	117	394	0.30610134436401243	0.40115440115440115	0.30610134436401243	False	KL122	KL46	prediction	prophage	False	prediction	0.24104
434_33	YP_009153200_1_K35	2.24e-12	29.012	63.9	859	700	853	779	618	777	0.17927823050058206	0.20539152759948653	0.17927823050058206	True	KL52	KL35	prophage	virulent	False	prophage-virulent	0.29012
BBF66888_1_KN4	QUU29414_1_K2	2.3e-12	36.429	63.9	850	200	322	907	188	324	0.14470588235294118	0.15104740904079383	0.14470588235294118	False	KN4	KL2	virulent	virulent	False	virulent-virulent	0.36429
0496_72	248_38	3.05e-12	24.104	63.9	968	219	514	693	117	394	0.30578512396694213	0.40115440115440115	0.30578512396694213	False	KL122	KL46	prophage	prophage	False	prophage-prophage	0.24104
BBF66888_1_KN4	UPW42726_1_K2	2.26e-12	36.429	63.9	850	200	322	907	188	324	0.14470588235294118	0.15104740904079383	0.14470588235294118	False	KN4	KL2	virulent	virulent	False	virulent-virulent	0.36429
YP_009226011_1_K63	YP_009153197_1_K11	3.39e-12	35.156	63.5	883	189	311	702	104	229	0.1392978482446206	0.1794871794871795	0.1392978482446206	False	KL63	KL11	virulent	virulent	False	virulent-virulent	0.35156
QOI68577_1_K23	ATI16495_1_K57	1.6e-12	48.649	63.5	555	11	83	721	154	227	0.13153153153153152	0.10263522884882108	0.10263522884882108	False	KL23	KL57	virulent	virulent	False	virulent-virulent	0.48649000000000003
KPN_B13_PHAGE002_M_PROTEIN_56	BBF66844_1_KN1	5.22e-12	35.484	63.2	967	137	229	820	127	219	0.09617373319544985	0.11341463414634147	0.09617373319544985	False	KL122	KN1	prediction	virulent	False	prediction	0.35484000000000004
BBF66844_1_KN1	0496_72	4.36e-12	35.484	63.2	820	127	219	968	138	230	0.11341463414634147	0.09607438016528926	0.09607438016528926	False	KN1	KL122	virulent	prophage	False	prophage-virulent	0.35484000000000004
KVV_B2_PHAGE059_M_PROTEIN_71	KPN_B13_PHAGE067_M_PROTEIN_74	4.12e-12	29.268	63.2	929	6	165	698	9	146	0.1722282023681378	0.1977077363896848	0.1722282023681378	False	KL10	KL28	prediction	prediction	False	other	0.29268
KPN_B13_PHAGE067_M_PROTEIN_74	1630_70	3.09e-12	29.268	63.2	698	9	146	929	6	165	0.1977077363896848	0.1722282023681378	0.1722282023681378	False	KL28	KL10	prediction	prophage_inactive	False	other	0.29268
1344_72	KVV_B2_PHAGE059_M_PROTEIN_71	4.66e-12	29.268	62.8	698	9	146	929	6	165	0.1977077363896848	0.1722282023681378	0.1722282023681378	False	KL64	KL10	prophage_notproduced	prediction	False	other	0.29268
1630_70	1344_72	6.21e-12	29.268	62.8	929	6	165	698	9	146	0.1722282023681378	0.1977077363896848	0.1722282023681378	False	KL10	KL64	prophage_inactive	prophage_notproduced	False	other	0.29268
BBF66888_1_KN4	1344_72	5.17e-12	42.105	62.8	850	208	277	698	149	224	0.08235294117647059	0.10888252148997135	0.08235294117647059	False	KN4	KL64	virulent	prophage_notproduced	False	prophage_notproduced	0.42105
REC_009_PROTEIN_7_KL19	319_37	5.18e-12	40.206	62.8	763	179	268	794	84	180	0.11795543905635648	0.12216624685138538	0.11795543905635648	False	KL19	KL127	virulent	prophage	False	prophage-virulent	0.40206000000000003
0496_72	AXE28435_1_KN1	8.73e-12	35.484	62.4	968	138	230	820	126	218	0.09607438016528926	0.11341463414634147	0.09607438016528926	False	KL122	KN1	prophage	virulent	False	prophage-virulent	0.35484000000000004
KQQ_B1_PHAGE040_M_PROTEIN_36	1723_59	9.19e-12	41.975	62.4	872	54	132	951	221	301	0.09059633027522936	0.08517350157728706	0.08517350157728706	False	KL14	KL60	prediction	prophage	False	prediction	0.41975
BBF66888_1_KN4	KPN_B13_PHAGE067_M_PROTEIN_74	5.98e-12	35.714	62.4	850	208	310	698	149	253	0.12117647058823529	0.1504297994269341	0.12117647058823529	False	KN4	KL28	virulent	prediction	False	prediction	0.35714
KPN_B13_PHAGE002_M_PROTEIN_56	AXE28435_1_KN1	8.79e-12	35.484	62.4	967	137	229	820	126	218	0.09617373319544985	0.11341463414634147	0.09617373319544985	False	KL122	KN1	prediction	virulent	False	prediction	0.35484000000000004
0574_17	1723_59	9.2e-12	41.975	62.4	873	55	133	951	221	301	0.09049255441008018	0.08517350157728706	0.08517350157728706	False	KL14	KL60	prophage	prophage	False	prophage-prophage	0.41975
KVV_B1_PHAGE226_M_PROTEIN_38	KPN_B8_PHAGE124_M_PROTEIN_72	3.34e-12	30.872	62.0	466	1	148	634	1	143	0.31759656652360513	0.22555205047318613	0.22555205047318613	False	KL127	KL111	prediction	prediction	False	other	0.30872
REC_009_PROTEIN_7_KL19	KVV_B1_PHAGE226_M_PROTEIN_38	5.35e-12	39.362	62.0	763	181	269	466	88	181	0.11664482306684142	0.2017167381974249	0.11664482306684142	False	KL19	KL127	virulent	prediction	False	prediction	0.39362
617_77	UCR74082_1_K7	2.23e-11	29.341	61.6	1258	1049	1204	1180	964	1126	0.12400635930047695	0.13813559322033897	0.12400635930047695	False	KL38	KL7	prophage	virulent	False	prophage-virulent	0.29341
UCR74082_1_K7	KPN_B2_PHAGE139_M_PROTEIN_9	2.32e-11	29.341	61.6	1180	964	1126	1258	1049	1204	0.13813559322033897	0.12400635930047695	0.12400635930047695	False	KL7	KL38	virulent	prediction	False	prediction	0.29341
YP_009153195_1_KN4	YP_009153197_1_K11	8.36e-12	36.697	61.6	736	1	109	702	1	107	0.1480978260869565	0.15242165242165243	0.1480978260869565	False	KN4	KL11	virulent	virulent	False	virulent-virulent	0.36697
BBF66844_1_KN1	KPN_B11_PHAGE013_M_PROTEIN_11	1.36e-11	40.196	61.6	820	127	226	913	137	234	0.12195121951219512	0.10733844468784227	0.10733844468784227	False	KN1	KL3	virulent	prediction	False	prediction	0.40196
184_43	1409_59	8.93e-12	39.362	61.6	639	50	139	852	215	306	0.14084507042253522	0.107981220657277	0.107981220657277	False	KL111	KL23	prophage	prophage	False	prophage-prophage	0.39362
1538_54	1724_71	1.25e-11	29.53	61.6	900	223	370	843	117	256	0.16444444444444445	0.166073546856465	0.16444444444444445	False	KL140	KL60	prophage_notproduced	prophage	False	prophage_notproduced	0.2953
1343_36	1664_74	1.21e-11	27.885	61.6	795	6	196	777	30	219	0.24025157232704403	0.24453024453024452	0.24025157232704403	False	KL64	KL12	prophage_notproduced	prophage_notproduced	False	other	0.27885000000000004
1251_37	1057_41	9.22e-12	43.836	61.2	677	3	75	578	5	72	0.10782865583456426	0.11764705882352941	0.10782865583456426	False	KL28	KL25	prophage	prophage_notproduced	False	prophage_notproduced	0.43835999999999997
1057_41	434_33	1.15e-11	42.466	60.8	578	5	72	859	3	75	0.11764705882352941	0.08498253783469151	0.08498253783469151	False	KL25	KL52	prophage_notproduced	prophage	False	prophage_notproduced	0.42466000000000004
AXE28435_1_KN1	KPN_B11_PHAGE013_M_PROTEIN_11	2.1e-11	40.196	60.8	820	126	225	913	137	234	0.12195121951219512	0.10733844468784227	0.10733844468784227	False	KN1	KL3	virulent	prediction	False	prediction	0.40196
YP_003347555_1_K3	666_83	2.04e-11	26.108	60.8	869	303	679	773	270	643	0.43383199079401613	0.48382923673997413	0.43383199079401613	False	KL3	KL116	virulent	prophage_notproduced	False	prophage_notproduced	0.26108
666_83	AXE28435_1_KN1	2.14e-11	37.615	60.8	773	137	243	820	126	223	0.1384217335058215	0.11951219512195121	0.11951219512195121	False	KL116	KN1	prophage_notproduced	virulent	False	prophage_notproduced	0.37615000000000004
1668_52	KPN_B11_PHAGE013_M_PROTEIN_11	1.22e-11	31.169	60.8	530	28	316	913	311	599	0.5452830188679245	0.31653888280394304	0.31653888280394304	False	KL2	KL3	prophage_notproduced	prediction	False	other	0.31169
1668_49	434_33	2.43e-11	31.387	60.5	702	1	130	859	1	135	0.18518518518518517	0.15715948777648428	0.15715948777648428	False	KL2	KL52	prophage_notproduced	prophage	False	prophage_notproduced	0.31387
YP_003347556_1_K21	APZ82848_1_K5	1.54e-11	87.5	60.5	576	1	32	684	1	32	0.05555555555555555	0.04678362573099415	0.04678362573099415	False	KL21	KL5	virulent	virulent	False	virulent-virulent	0.875
434_33	KPN_B3_PHAGE052_L_PROTEIN_120	2.15e-11	42.466	60.5	859	3	75	574	2	69	0.08498253783469151	0.11846689895470383	0.08498253783469151	False	KL52	KL25	prophage	prediction	False	prediction	0.42466000000000004
1538_54	1668_49	3.51e-11	29.798	60.1	900	206	374	702	12	198	0.18777777777777777	0.26638176638176636	0.18777777777777777	False	KL140	KL2	prophage_notproduced	prophage_notproduced	False	other	0.29797999999999997
YP_009153200_1_K35	245_48	2.96e-11	23.343	60.1	779	88	416	655	82	391	0.42233632862644416	0.4732824427480916	0.42233632862644416	False	KL35	KL55	virulent	prophage_notproduced	False	prophage_notproduced	0.23343
1409_59	248_38	3.67e-11	38.71	60.1	852	225	315	693	60	148	0.1068075117370892	0.12842712842712842	0.1068075117370892	False	KL23	KL46	prophage	prophage	False	prophage-prophage	0.3871
BBF66844_1_KN1	666_83	4.43e-11	36.697	59.7	820	127	224	773	137	243	0.11951219512195121	0.1384217335058215	0.11951219512195121	False	KN1	KL116	virulent	prophage_notproduced	False	prophage_notproduced	0.36697
1251_37	1664_74	3.19e-11	31.788	59.7	677	88	225	777	94	243	0.2038404726735598	0.19305019305019305	0.19305019305019305	False	KL28	KL12	prophage	prophage_notproduced	False	prophage_notproduced	0.31788
184_43	1668_49	2.69e-11	30.827	59.7	639	1	133	702	1	127	0.2081377151799687	0.18091168091168092	0.18091168091168092	False	KL111	KL2	prophage	prophage_notproduced	False	prophage_notproduced	0.30827000000000004
UCR74083_1_K27	KPN_B13_PHAGE002_M_PROTEIN_56	1.28e-10	26.842	59.3	1294	1029	1200	967	704	891	0.13292117465224113	0.19441571871768357	0.13292117465224113	False	KL27	KL122	virulent	prediction	False	prediction	0.26842
248_38	1057_41	3.91e-11	42.466	59.3	693	3	75	578	5	72	0.10533910533910534	0.11764705882352941	0.10533910533910534	False	KL46	KL25	prophage	prophage_notproduced	False	prophage_notproduced	0.42466000000000004
1409_59	319_37	6.54e-11	31.579	59.3	852	195	343	794	30	178	0.17488262910798122	0.18765743073047858	0.17488262910798122	False	KL23	KL127	prophage	prophage	False	prophage-prophage	0.31579
UCR74083_1_K27	0496_72	1.18e-10	26.842	59.3	1294	1029	1200	968	705	892	0.13292117465224113	0.19421487603305784	0.13292117465224113	False	KL27	KL122	virulent	prophage	False	prophage-virulent	0.26842
UCR74082_1_K7	APZ82804_1_K30/K69	1.11e-10	50.794	59.3	1180	268	328	792	188	250	0.051694915254237285	0.07954545454545454	0.051694915254237285	False	KL7	KL30/K69	virulent	virulent	False	virulent-virulent	0.50794
248_38	KPN_B3_PHAGE052_L_PROTEIN_120	4.66e-11	42.466	58.9	693	3	75	574	2	69	0.10533910533910534	0.11846689895470383	0.10533910533910534	False	KL46	KL25	prophage	prediction	False	prediction	0.42466000000000004
QIW88225_1_K23	YP_009153203_1_K30/K69	4.79e-11	44.118	58.9	607	39	106	767	230	297	0.11202635914332784	0.08865710560625815	0.08865710560625815	False	KL23	KL30/K69	virulent	virulent	False	virulent-virulent	0.44118
KQQ_B1_PHAGE040_M_PROTEIN_36	1409_59	1.32e-10	36.364	58.5	872	54	156	852	221	330	0.11811926605504587	0.12910798122065728	0.11811926605504587	False	KL14	KL23	prediction	prophage	False	prediction	0.36363999999999996
0574_17	1409_59	1.29e-10	36.364	58.5	873	55	157	852	221	330	0.11798396334478808	0.12910798122065728	0.11798396334478808	False	KL14	KL23	prophage	prophage	False	prophage-prophage	0.36363999999999996
1538_54	YP_009226011_1_K63	1.12e-10	34.545	58.5	900	282	391	883	174	276	0.12222222222222222	0.11664779161947905	0.11664779161947905	False	KL140	KL63	prophage_notproduced	virulent	False	prophage_notproduced	0.34545000000000003
BBF66888_1_KN4	1248_60	8.48e-11	41.667	58.5	850	212	277	546	1	72	0.07764705882352942	0.13186813186813187	0.07764705882352942	False	KN4	KL28	virulent	prophage_notproduced	False	prophage_notproduced	0.41667000000000004
